127.0.0.1 - - [20/Sep/2017:09:28:49 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:29 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:53 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:54 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:55 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:56 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:57 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:57 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:58 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:33:59 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:01 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:34:04 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:08 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12779
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:09 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:12 +0800] "POST /vueTest/print.action HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:19 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:21 +0800] "POST /vueTest/print.action HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12786
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:48 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:49 +0800] "GET /vueTest//index3.html HTTP/1.1" 200 11004
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:35:53 +0800] "POST /vueTest/print.action HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12785
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:11 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:13 +0800] "GET /vueTest//WEB-INF/OK HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:22 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12774
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:23 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:36 +0800] "POST /vueTest/print.action HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:46 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:36:47 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/ HTTP/1.1" 200 4151
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12775
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:33 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:34 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:35 +0800] "GET /text HTTP/1.1" 404 1002
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:41:58 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/ HTTP/1.1" 200 4150
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:00 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:01 +0800] "GET /vueTest/text HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:46 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:42:48 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:30 +0800] "GET /vueTest/text HTTP/1.1" 404 1018
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:34 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:35 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/css/user/index4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/user/index4.js HTTP/1.1" 200 12779
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:36 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:37 +0800] "GET /vueTest/text HTTP/1.1" 404 1018
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:40 +0800] "GET /vueTest/js/axios.min.map HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/js/vue-developmentMode.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/js/Velocity.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/js/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/js/jQuery-v3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/js/axios-v0.16.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/js/TweenMax.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2017:10:43:53 +0800] "GET /vueTest/js/tween.js HTTP/1.1" 304 -
